"","long_station_name","data_owner_id","dwr_sample_code","collection_date2","lab_result","field_result","rpd"
"893","Mokelumne River above Benson's Ferry","1860","C1020B0705","10/07/2020 08:40",50,48.6,-2.83975659229209
"894","Sacramento River at W. Sac Intake Structure","1860","C1020B0718","10/09/2020 07:42",134,129.8,-3.18423047763456
"895","Ag Drain on Colusa Basin Main Drain","1860","C1020B0719","10/09/2020 08:46",601,586,-2.5273799494524
"896","Natomas East Main Drainage Canal @ El Camino Rd","1860","C1020B0720","10/09/2020 09:54",295,287.4,-2.60989010989012
"897","American River at Water Treatment Plant","1860","C1020B0721","10/09/2020 11:28",53,51.6,-2.67686424474187
"898","Sacramento River at W. Sac Intake Structure","1860","C1021B0495","10/05/2021 08:05",143,143.7,0.488315312172995
"899","Ag Drain on Colusa Basin Main Drain","1860","C1021B0496","10/05/2021 09:05",617,625,1.28824476650564
"900","Natomas East Main Drainage Canal @ El Camino Rd","1860","C1021B0497","10/05/2021 10:35",305,306.3,0.42532308195649
"901","American River at Water Treatment Plant","1860","C1021B0498","10/05/2021 12:20",66.9,71.9,7.20461095100865
"902","Sacramento River at W. Sac Intake Structure","1860","C1022B0826","10/05/2022 10:10",139,136.8,-1.59535895576504
"903","Natomas East Main Drainage Canal @ El Camino Rd","1860","C1022B0827","10/05/2022 12:22",315,309.4,-1.79372197309418
"904","American River at Water Treatment Plant","1860","C1022B0828","10/05/2022 14:06",56.3,57.1,1.41093474426809
"905","Sacramento River @ Mallard Island - D10A","1860","C1118B1239","11/05/2018 10:45",12800,12872,0.560922405733874
"906","Contra  Costa Canal @ Rock Slough Fish Screen","1860","C1118B1240","11/05/2018 12:20",830,826,-0.483091787439614
"907","Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE)","1860","C1118B1241","11/05/2018 13:04",548,543,-0.916590284142988
"908","Middle River @ Union Point - P10A","1860","C1118B1242","11/05/2018 13:30",362,358,-1.11111111111111
"909","Sacramento River @ Westin Boat Dock","1860","C1118B1261","11/07/2018 14:00",143,140.5,-1.7636684303351
"910","Sacramento River at W. Sac Intake Structure","1860","C1119B1014","11/07/2019 08:45",141,138,-2.1505376344086
"911","Ag Drain on Colusa Basin Main Drain","1860","C1119B1015","11/07/2019 09:45",765,763,-0.261780104712042
"912","American River at Water Treatment Plant","1860","C1119B1017","11/07/2019 11:40",43,46,6.74157303370786
"913","Mokelumne River above Benson's Ferry","1860","C1119B1022","11/08/2019 12:39",36,34.2,-5.12820512820512
"914","Mokelumne River above Benson's Ferry","1860","C1120B0874","11/10/2020 09:30",49,48,-2.06185567010309
"915","Sacramento River at W. Sac Intake Structure","1860","C1121B0559","11/02/2021 09:00",193,192.6,-0.207468879668053
"916","Ag Drain on Colusa Basin Main Drain","1860","C1121B0560","11/02/2021 10:22",661,633,-4.32766615146832
"917","Natomas East Main Drainage Canal @ El Camino Rd","1860","C1121B0561","11/02/2021 14:40",316,317.7,0.536531481773706
"918","American River at Water Treatment Plant","1860","C1121B0562","11/02/2021 12:45",95.9,96.2,0.312337324310252
"919","Cosumnes River above Benson's Ferry","1860","C1121B0580","11/05/2021 12:00",207,209.2,1.05718404613166
"920","Mokelumne River above Benson's Ferry","1860","C1121B0581","11/05/2021 10:55",53.1,53.6,0.937207122774133
"921","Sacramento River at W. Sac Intake Structure","1860","C1122B0865","11/08/2022 09:50",142,142.1,0.0703977472720833
"922","American River at Water Treatment Plant","1860","C1122B0866","11/08/2022 13:00",64.1,66.7,3.97553516819573
"923","Sacramento River @ Hood - C3A","1860","C1122B0867","11/08/2022 11:00",141,141.7,0.49522461973823
"924","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C1122B0870","11/09/2022 10:50",367,368.6,0.43501903208266
"925","Middle River @ Union Point - P10A","1860","C1122B0871","11/09/2022 14:40",562,567,0.885739592559788
"926","Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE)","1860","C1122B0872","11/09/2022 14:05",617,621,0.646203554119548
"927","Sacramento River at W. Sac Intake Structure","1860","C1218B1362","12/03/2018 09:24",195,189,-3.125
"928","Ag Drain on Colusa Basin Main Drain","1860","C1218B1363","12/03/2018 10:31",492,485,-1.43295803480041
"929","Natomas East Main Drainage Canal @ El Camino Rd","1860","C1218B1364","12/03/2018 11:30",313,306.6,-2.06584893479664
"930","American River at Water Treatment Plant","1860","C1218B1365","12/03/2018 12:49",69,68.6,-0.581395348837218
"931","Sacramento River @ Hood - C3A","1860","C1218B1366","12/03/2018 13:54",184,180.2,-2.08676551345415
"932","Sacramento River @ Mallard Island - D10A","1860","C1218B1369","12/03/2018 10:20",8420,8418,-0.023755790473928
"933","Contra  Costa Canal @ Rock Slough Fish Screen","1860","C1218B1370","12/03/2018 12:27",700,689,-1.58387329013679
"934","Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE)","1860","C1218B1371","12/03/2018 13:30",582,574,-1.3840830449827
"935","Middle River @ Union Point - P10A","1860","C1218B1372","12/03/2018 13:45",408,401,-1.73053152039555
"936","Sacramento River @ Westin Boat Dock","1860","C1218B1390","12/05/2018 13:10",188,184,-2.1505376344086
"937","Sacramento River @ Westin Boat Dock","1860","C1218B1431","12/17/2018 14:00",172,167,-2.94985250737463
"938","Sacramento River @ Mallard Island - D10A","1860","C1218B1434","12/17/2018 09:15",12900,12626,-2.14683068244143
"939","Sacramento River @ Hood - C3A","1860","C1218B1435","12/17/2018 11:30",216,212,-1.86915887850467
"940","Sacramento River at W. Sac Intake Structure","1860","C1219B1337","12/04/2019 09:15",205,199.8,-2.5691699604743
"941","Ag Drain on Colusa Basin Main Drain","1860","C1219B1338","12/04/2019 13:45",416,409,-1.6969696969697
"942","Natomas East Main Drainage Canal @ El Camino Rd","1860","C1219B1339","12/04/2019 14:50",275,274,-0.364298724954463
"943","American River at Water Treatment Plant","1860","C1219B1340","12/04/2019 15:50",58,58.5,0.858369098712446
"944","Cosumnes River above Benson's Ferry","1860","C1219B1352","12/06/2019 11:20",71,72.6,2.2284122562674
"945","Mokelumne River above Benson's Ferry","1860","C1219B1353","12/06/2019 11:10",50,48.8,-2.42914979757086
"946","Sacramento River at W. Sac Intake Structure","1860","C1221B0646","12/07/2021 10:16",192,192.5,0.260078023407022
"947","Ag Drain on Colusa Basin Main Drain","1860","C1221B0647","12/07/2021 12:14",805,808,0.37197768133912
"948","Natomas East Main Drainage Canal @ El Camino Rd","1860","C1221B0648","12/07/2021 15:00",310,311.1,0.354210272097898
"949","American River at Water Treatment Plant","1860","C1221B0649","12/07/2021 14:10",79,82.1,3.84854127870887
"950","Mokelumne River above Benson's Ferry","1860","C1221B0668","12/10/2021 12:15",76.2,88.2,14.5985401459854
"951","(User Defined)","1860","C0219B0135","02/04/2019 11:15",459,466,1.51351351351351
"952","(User Defined)","1860","C1219B1384","12/04/2019 11:15",321,345,7.20720720720721
"953","Putah Creek at Mace Blvd","1860","C1219B1385","12/04/2019 12:00",278,271,-2.55009107468124
"954","Cache Slough nr. Ryer Island gaging station","1860","C0120B0002","01/07/2020 11:00",210,208,-0.956937799043062
"955","Upper Cache Slough","1860","C0120B0003","01/07/2020 11:30",348,345.4,-0.749927891548896
"956","Liberty Cut at USGS Piling","1860","C0120B0004","01/07/2020 11:55",616,610,-0.978792822185971
"957","South Tip of Liberty Island","1860","C0120B0005","01/07/2020 12:18",208,204.4,-1.7458777885548
"958","Miner Slough below Prospect Island","1860","C0120B0006","01/07/2020 13:15",191,187.6,-1.79609086106709
"959","Cache Slough nr. Ryer Island gaging station","1860","C0119B0026","01/08/2019 10:45",239,235,-1.68776371308017
"960","Upper Cache Slough","1860","C0119B0027","01/08/2019 11:05",327,321,-1.85185185185185
"961","Liberty Cut at USGS Piling","1860","C0119B0028","01/08/2019 11:57",566,553,-2.32350312779267
"962","South Tip of Liberty Island","1860","C0119B0029","01/08/2019 12:20",254,249,-1.98807157057654
"963","Miner Slough below Prospect Island","1860","C0119B0030","01/08/2019 12:35",201,197,-2.01005025125628
"964","Cache Slough nr. Ryer Island gaging station","1860","C0220B0077","02/04/2020 10:33",216,214.5,-0.696864111498258
"965","Upper Cache Slough","1860","C0220B0078","02/04/2020 10:52",377,369.5,-2.00937709310114
"966","Liberty Cut at USGS Piling","1860","C0220B0079","02/04/2020 11:31",696,683,-1.8854242204496
"967","South Tip of Liberty Island","1860","C0220B0080","02/04/2020 14:07",219,214.8,-1.93637621023513
"968","Miner Slough below Prospect Island","1860","C0220B0081","02/04/2020 14:45",236,233.2,-1.19352088661552
"969","Cache Slough nr. Ryer Island gaging station","1860","C0219B0079","02/06/2019 11:28",321,331.1,3.09768440423249
"970","Upper Cache Slough","1860","C0219B0080","02/06/2019 11:45",378,387.4,2.45623203553697
"971","Liberty Cut at USGS Piling","1860","C0219B0081","02/06/2019 12:06",448,445.7,-0.514714109880276
"972","South Tip of Liberty Island","1860","C0219B0082","02/06/2019 12:43",391,376.2,-3.85818561001043
"973","Miner Slough below Prospect Island","1860","C0219B0083","02/06/2019 12:54",149,149.9,0.602208096353299
"974","Cache Slough nr. Ryer Island gaging station","1860","C0320B0194","03/03/2020 10:17",206,209.8,1.82780182780183
"975","Upper Cache Slough","1860","C0320B0195","03/03/2020 10:37",322,323,0.310077519379845
"976","Liberty Cut at USGS Piling","1860","C0320B0196","03/03/2020 11:05",623,631,1.27591706539075
"977","South Tip of Liberty Island","1860","C0320B0197","03/03/2020 12:17",220,218,-0.91324200913242
"978","Miner Slough below Prospect Island","1860","C0320B0198","03/03/2020 12:58",169,167.8,-0.712589073634198
"979","Cache Slough nr. Ryer Island gaging station","1860","C0219B0184","03/12/2019 10:15",228,199.1,-13.5331304144229
"980","Upper Cache Slough","1860","C0219B0185","03/12/2019 10:37",473,472.4,-0.126930399830764
"981","Liberty Cut at USGS Piling","1860","C0219B0186","03/12/2019 11:09",147,142.9,-2.82856157295619
"982","South Tip of Liberty Island","1860","C0219B0187","03/12/2019 11:27",145,142.8,-1.52883947185545
"983","Miner Slough below Prospect Island","1860","C0219B0188","03/12/2019 12:01",124,122.6,-1.13544201135442
"984","Cache Slough nr. Ryer Island gaging station","1860","C0318B0339","03/13/2018 09:29",218,210,-3.73831775700935
"985","Lindsey Slough at Hastings Island Bridge.","1860","C0318B0340","03/13/2018 09:47",283,278,-1.7825311942959
"986","Upper Cache Slough","1860","C0318B0341","03/13/2018 10:03",427,439,2.77136258660508
"987","Shag Slough @ Liberty Island Bridge","1860","C0318B0342","03/13/2018 10:18",453,442,-2.45810055865922
"988","Wildlands Restoration Site","1860","C0318B0343","03/13/2018 10:35",718,709,-1.26138752627891
"989","Liberty Cut at USGS Piling","1860","C0318B0344","03/13/2018 10:44",722,714,-1.1142061281337
"990","South Tip of Liberty Island","1860","C0318B0345","03/13/2018 11:28",214,211,-1.41176470588235
"991","Sacramento Deep Water Channel","1860","C0318B0346","03/13/2018 11:41",216,210,-2.8169014084507
"992","Miner Slough below Prospect Island","1860","C0318B0347","03/13/2018 11:50",183,180,-1.65289256198347
"993","Miner Slough @ Highway 84 Bridge","1860","C0318B0348","03/13/2018 12:06",192,180,-6.45161290322581
"994","Cache Slough nr. Ryer Island gaging station","1860","C0318B0423","03/27/2018 08:40",204,207.6,1.74927113702624
"995","Lindsey Slough at Hastings Island Bridge.","1860","C0318B0424","03/27/2018 08:55",309,311.2,0.709448564979035
"996","Upper Cache Slough","1860","C0318B0425","03/27/2018 09:10",471,488.6,3.66819508128387
"997","Shag Slough @ Liberty Island Bridge","1860","C0318B0426","03/27/2018 09:24",614,622,1.29449838187702
"998","Wildlands Restoration Site","1860","C0318B0427","03/27/2018 09:38",726,737,1.50375939849624
"999","Liberty Cut at USGS Piling","1860","C0318B0428","03/27/2018 09:52",724,734,1.37174211248285
"1000","South Tip of Liberty Island","1860","C0318B0429","03/27/2018 10:12",204,206.3,1.12113087984402
"1001","Sacramento Deep Water Channel","1860","C0318B0430","03/27/2018 10:40",219,221.4,1.08991825613079
"1002","Miner Slough below Prospect Island","1860","C0318B0431","03/27/2018 10:50",116,117,0.858369098712446
"1003","Miner Slough @ Highway 84 Bridge","1860","C0318B0432","03/27/2018 11:07",119,120.2,1.00334448160535
"1004","Cache Slough nr. Ryer Island gaging station","1860","C0421B0125","04/06/2021 09:05",220,214.7,-2.43846330802853
"1005","(User Defined)","1860","C0421B0124","04/06/2021 09:43",288,282.9,-1.78665265370468
"1006","South Tip of Liberty Island","1860","C0421B0128","04/06/2021 10:22",211,208.9,-1.00023815194094
"1007","Liberty Cut at USGS Piling","1860","C0421B0127","04/06/2021 11:32",448,454.9,1.52840846162365
"1008","Upper Cache Slough","1860","C0421B0126","04/06/2021 12:45",257,251.9,-2.00432304971507
"1009","Miner Slough below Prospect Island","1860","C0421B0129","04/06/2021 13:29",195,192.6,-1.23839009287926
"1010","Cache Slough nr. Ryer Island gaging station","1860","C0418B0499","04/10/2018 08:56",154,153.1,-0.586128296971674
"1011","Lindsey Slough at Hastings Island Bridge.","1860","C0418B0500","04/10/2018 09:13",286,289.4,1.18178658324643
"1012","Upper Cache Slough","1860","C0418B0501","04/10/2018 09:28",508,515,1.36852394916911
"1013","Shag Slough @ Liberty Island Bridge","1860","C0418B0502","04/10/2018 09:42",580,577,-0.518582541054451
"1014","Wildlands Restoration Site","1860","C0418B0503","04/10/2018 09:56",507,507,0
"1015","Liberty Cut at USGS Piling","1860","C0418B0504","04/10/2018 10:08",508,515,1.36852394916911
"1016","South Tip of Liberty Island","1860","C0418B0505","04/10/2018 10:30",155,163.4,5.27638190954774
"1017","Sacramento Deep Water Channel","1860","C0418B0506","04/10/2018 10:48",183,184.3,0.707868227606867
"1018","Miner Slough below Prospect Island","1860","C0418B0507","04/10/2018 11:09",110,110.4,0.36297640653358
"1019","Miner Slough @ Highway 84 Bridge","1860","C0418B0508","04/10/2018 11:29",106,107.3,1.21894045944679
"1020","Cache Slough nr. Ryer Island gaging station","1860","C0419B0262","04/10/2019 09:50",216,219.7,1.69841634151939
"1021","Upper Cache Slough","1860","C0419B0263","04/10/2019 10:32",646,601,-7.21732157177225
"1022","Liberty Cut at USGS Piling","1860","C0419B0264","04/10/2019 11:10",294,291.3,-0.9226037929267
"1023","South Tip of Liberty Island","1860","C0419B0265","04/10/2019 12:20",312,304.8,-2.33463035019455
"1024","Miner Slough below Prospect Island","1860","C0419B0266","04/10/2019 12:45",124,120.5,-2.86298568507157
"1025","Cache Slough nr. Ryer Island gaging station","1860","C0418B0565","04/24/2018 08:35",191,144.5,-27.7198211624441
"1026","Lindsey Slough at Hastings Island Bridge.","1860","C0418B0566","04/24/2018 08:50",241,160,-40.3990024937656
"1027","Upper Cache Slough","1860","C0418B0567","04/24/2018 09:05",403,414,2.69277845777234
"1028","Shag Slough @ Liberty Island Bridge","1860","C0418B0568","04/24/2018 09:30",427,435,1.85614849187935
"1029","Wildlands Restoration Site","1860","C0418B0569","04/24/2018 09:45",564,374,-40.5117270788913
"1030","Liberty Cut at USGS Piling","1860","C0418B0570","04/24/2018 10:00",545,360,-40.8839779005525
"1031","South Tip of Liberty Island","1860","C0418B0571","04/24/2018 10:20",189,125,-40.7643312101911
"1032","Sacramento Deep Water Channel","1860","C0418B0572","04/24/2018 10:30",198,128,-42.9447852760736
"1033","Miner Slough below Prospect Island","1860","C0418B0573","04/24/2018 10:50",145,96,-40.6639004149378
"1034","Miner Slough @ Highway 84 Bridge","1860","C0418B0574","04/24/2018 11:20",151,100,-40.6374501992032
"1035","Cache Slough nr. Ryer Island gaging station","1860","C0521B0206","05/05/2021 10:05",188,182.7,-2.85945508497438
"1036","Upper Cache Slough","1860","C0521B0207","05/05/2021 11:10",210,203.7,-3.04568527918782
"1037","(User Defined)","1860","C0521B0205","05/05/2021 11:40",216,211.3,-2.19985958343084
"1038","Liberty Cut at USGS Piling","1860","C0521B0208","05/05/2021 12:25",296,286,-3.43642611683849
"1039","South Tip of Liberty Island","1860","C0521B0209","05/05/2021 12:55",188,182.5,-2.96896086369771
"1040","Miner Slough below Prospect Island","1860","C0521B0210","05/05/2021 13:15",181,176.4,-2.5741466144376
"1041","Cache Slough nr. Ryer Island gaging station","1860","C0518B0611","05/09/2018 09:29",182,186.8,2.60303687635575
"1042","Lindsey Slough at Hastings Island Bridge.","1860","C0518B0612","05/09/2018 09:46",222,227.6,2.49110320284697
"1043","Upper Cache Slough","1860","C0518B0613","05/09/2018 10:01",258,264.6,2.52583237657865
"1044","Shag Slough @ Liberty Island Bridge","1860","C0518B0614","05/09/2018 10:18",477,488.2,2.32076253626191
"1045","Wildlands Restoration Site","1860","C0518B0615","05/09/2018 10:35",491,505,2.81124497991968
"1046","Liberty Cut at USGS Piling","1860","C0518B0616","05/09/2018 10:47",392,413.8,5.41077190369819
"1047","South Tip of Liberty Island","1860","C0518B0617","05/09/2018 11:14",187,191.4,2.32558139534884
"1048","Sacramento Deep Water Channel","1860","C0518B0618","05/09/2018 11:25",186,190.2,2.23285486443381
"1049","Miner Slough below Prospect Island","1860","C0518B0619","05/09/2018 11:40",144,147.9,2.67214799588901
"1050","Miner Slough @ Highway 84 Bridge","1860","C0518B0620","05/09/2018 11:58",132,135.6,2.69058295964125
"1051","Cache Slough nr. Ryer Island gaging station","1860","C0519B0366","05/09/2019 09:32",129,129,0
"1052","Upper Cache Slough","1860","C0519B0367","05/09/2019 09:53",295,296,0.338409475465313
"1053","Liberty Cut at USGS Piling","1860","C0519B0368","05/09/2019 11:10",517,529,2.29445506692161
"1054","South Tip of Liberty Island","1860","C0519B0369","05/09/2019 12:04",193,192,-0.519480519480519
"1055","Miner Slough below Prospect Island","1860","C0519B0370","05/09/2019 12:30",110,107,-2.76497695852535
"1056","Cache Slough nr. Ryer Island gaging station","1860","C0518B0678","05/22/2018 09:25",166,170.3,2.55724055902469
"1057","Lindsey Slough at Hastings Island Bridge.","1860","C0518B0679","05/22/2018 10:03",186,189.7,1.96965664093691
"1058","Upper Cache Slough","1860","C0518B0680","05/22/2018 10:18",218,222.6,2.08806173399909
"1059","Shag Slough @ Liberty Island Bridge","1860","C0518B0681","05/22/2018 11:02",357,388.6,8.47639484978541
"1060","Wildlands Restoration Site","1860","C0518B0682","05/22/2018 11:49",350,356.2,1.75587652223166
"1061","Liberty Cut at USGS Piling","1860","C0518B0683","05/22/2018 12:01",292,295.1,1.05603815363653
"1062","South Tip of Liberty Island","1860","C0518B0684","05/22/2018 12:24",151,169.8,11.7206982543641
"1063","Sacramento Deep Water Channel","1860","C0518B0685","05/22/2018 12:36",178,180.8,1.56075808249722
"1064","Miner Slough below Prospect Island","1860","C0518B0686","05/22/2018 12:49",149,152.4,2.25613802256138
"1065","Miner Slough @ Highway 84 Bridge","1860","C0518B0687","05/22/2018 13:08",149,152.8,2.51822398939696
"1066","Cache Slough nr. Ryer Island gaging station","1860","C0618B0710","06/04/2018 09:23",152,153,0.655737704918033
"1067","Lindsey Slough at Hastings Island Bridge.","1860","C0618B0711","06/04/2018 09:40",186,190,2.12765957446809
"1068","Upper Cache Slough","1860","C0618B0712","06/04/2018 10:13",195,197,1.02040816326531
"1069","Shag Slough @ Liberty Island Bridge","1860","C0618B0713","06/04/2018 10:26",296,299,1.00840336134454
"1070","Wildlands Restoration Site","1860","C0618B0714","06/04/2018 10:43",290,293,1.02915951972556
"1071","Liberty Cut at USGS Piling","1860","C0618B0715","06/04/2018 10:58",256,256,0
"1072","South Tip of Liberty Island","1860","C0618B0716","06/04/2018 11:20",160,162,1.24223602484472
"1073","Sacramento Deep Water Channel","1860","C0618B0717","06/04/2018 11:35",182,183,0.547945205479452
"1074","Miner Slough below Prospect Island","1860","C0618B0718","06/04/2018 11:46",128,129,0.778210116731518
"1075","Miner Slough @ Highway 84 Bridge","1860","C0618B0719","06/04/2018 12:03",135,137,1.47058823529412
"1076","Cache Slough nr. Ryer Island gaging station","1860","C0519B0462","06/04/2019 10:07",191,185.2,-3.08346624136098
"1077","Upper Cache Slough","1860","C0519B0463","06/04/2019 10:31",317,313.4,-1.14213197969544
"1078","Liberty Cut at USGS Piling","1860","C0519B0464","06/04/2019 11:24",596,596,0
"1079","South Tip of Liberty Island","1860","C0519B0465","06/04/2019 11:43",267,257,-3.81679389312977
"1080","Miner Slough below Prospect Island","1860","C0519B0466","06/04/2019 12:10",110,108.2,-1.64986251145738
"1081","Cache Slough nr. Ryer Island gaging station","1860","C0621B0283","06/10/2021 09:46",188,182.1,-3.18832747905972
"1082","Upper Cache Slough","1860","C0621B0284","06/10/2021 10:09",194,187.7,-3.30102174482579
"1083","(User Defined)","1860","C0621B0282","06/10/2021 11:02",269,259.3,-3.67215597198561
"1084","Liberty Cut at USGS Piling","1860","C0621B0285","06/10/2021 11:48",234,226.7,-3.16909051443456
"1085","South Tip of Liberty Island","1860","C0621B0286","06/10/2021 12:07",192,186,-3.17460317460317
"1086","Miner Slough below Prospect Island","1860","C0621B0287","06/10/2021 12:21",156,153.3,-1.74587778855479
"1087","Cache Slough nr. Ryer Island gaging station","1860","C0618B0818","06/19/2018 10:11",146,147.1,0.75059706584783
"1088","Lindsey Slough at Hastings Island Bridge.","1860","C0618B0819","06/19/2018 10:29",169,165.3,-2.21358061621298
"1089","Upper Cache Slough","1860","C0618B0820","06/19/2018 10:43",173,174.5,0.863309352517986
"1090","Shag Slough @ Liberty Island Bridge","1860","C0618B0821","06/19/2018 11:15",258,260.5,0.964320154291225
"1091","Wildlands Restoration Site","1860","C0618B0822","06/19/2018 11:29",247,249.4,0.966962127316682
"1092","Liberty Cut at USGS Piling","1860","C0618B0823","06/19/2018 11:42",228,229.6,0.699300699300697
"1093","South Tip of Liberty Island","1860","C0618B0824","06/19/2018 12:01",157,157.4,0.254452926208655
"1094","Sacramento Deep Water Channel","1860","C0618B0825","06/19/2018 12:15",158,160.9,1.81875195986203
"1095","Miner Slough below Prospect Island","1860","C0618B0826","06/19/2018 12:24",129,130.1,0.849093014280196
"1096","Miner Slough @ Highway 84 Bridge","1860","C0618B0827","06/19/2018 12:42",135,136.4,1.03168754605748
"1097","Cache Slough nr. Ryer Island gaging station","1860","C0719B0660","07/09/2019 10:58",126,124,-1.6
"1098","Upper Cache Slough","1860","C0719B0661","07/09/2019 11:20",168,167,-0.597014925373134
"1099","Liberty Cut at USGS Piling","1860","C0719B0662","07/09/2019 11:47",266,266,0
"1100","South Tip of Liberty Island","1860","C0719B0663","07/09/2019 12:40",135,133,-1.49253731343284
"1101","Miner Slough below Prospect Island","1860","C0719B0664","07/09/2019 12:55",120,119,-0.836820083682008
"1102","Cache Slough nr. Ryer Island gaging station","1860","C0718B0851","07/10/2018 09:57",138,138.2,0.144822592324394
"1103","Lindsey Slough at Hastings Island Bridge.","1860","C0718B0852","07/10/2018 10:13",152,152.2,0.131492439184739
"1104","Upper Cache Slough","1860","C0718B0853","07/10/2018 10:33",156,158.9,1.84185455700223
"1105","Shag Slough @ Liberty Island Bridge","1860","C0718B0854","07/10/2018 10:50",232,231.8,-0.0862440707201331
"1106","Wildlands Restoration Site","1860","C0718B0855","07/10/2018 11:23",213,269.8,23.5294117647059
"1107","Liberty Cut at USGS Piling","1860","C0718B0856","07/10/2018 11:36",210,209,-0.477326968973747
"1108","South Tip of Liberty Island","1860","C0718B0857","07/10/2018 11:57",145,144.3,-0.483926719668157
"1109","Sacramento Deep Water Channel","1860","C0718B0858","07/10/2018 12:12",172,172,0
"1110","Miner Slough below Prospect Island","1860","C0718B0859","07/10/2018 12:24",123,122.3,-0.570729718711784
"1111","Miner Slough @ Highway 84 Bridge","1860","C0718B0860","07/10/2018 12:42",120,119.7,-0.25031289111389
"1112","Cache Slough nr. Ryer Island gaging station","1860","C0720B0454","07/14/2020 10:33",139,135.3,-2.69777615749179
"1113","Upper Cache Slough","1860","C0720B0455","07/14/2020 10:53",159,153.6,-3.45489443378119
"1114","(User Defined)","1860","C0720B0453","07/14/2020 11:19",179,172.8,-3.52472996020466
"1115","Liberty Cut at USGS Piling","1860","C0720B0456","07/14/2020 11:57",207,202.2,-2.34604105571848
"1116","South Tip of Liberty Island","1860","C0720B0457","07/14/2020 12:26",142,137.9,-2.9296177206145
"1117","Miner Slough below Prospect Island","1860","C0720B0458","07/14/2020 12:39",132,128.5,-2.68714011516315
"1118","Cache Slough nr. Ryer Island gaging station","1860","C0721B0328","07/14/2021 09:41",289,267.7,-7.65223639303036
"1119","Upper Cache Slough","1860","C0721B0329","07/14/2021 10:06",224,218.3,-2.57743612932398
"1120","(User Defined)","1860","C0721B0327","07/14/2021 10:32",243,237.6,-2.24719101123596
"1121","Liberty Cut at USGS Piling","1860","C0721B0330","07/14/2021 11:06",263,258.3,-1.80318434682524
"1122","South Tip of Liberty Island","1860","C0721B0331","07/14/2021 12:16",217,213.7,-1.53238913396796
"1123","Miner Slough below Prospect Island","1860","C0721B0332","07/14/2021 12:39",146,143.9,-1.44877543980683
"1124","Cache Slough nr. Ryer Island gaging station","1860","C0718B0917","07/24/2018 09:25",140,140,0
"1125","Lindsey Slough at Hastings Island Bridge.","1860","C0718B0918","07/24/2018 09:40",151,151,0
"1126","Upper Cache Slough","1860","C0718B0919","07/24/2018 09:55",151,150,-0.664451827242525
"1127","Shag Slough @ Liberty Island Bridge","1860","C0718B0920","07/24/2018 10:10",222,222,0
"1128","Wildlands Restoration Site","1860","C0718B0921","07/24/2018 10:25",266,263,-1.13421550094518
"1129","Liberty Cut at USGS Piling","1860","C0718B0922","07/24/2018 10:50",194,194,0
"1130","South Tip of Liberty Island","1860","C0718B0923","07/24/2018 11:15",144,143.8,-0.138985406532306
"1131","Sacramento Deep Water Channel","1860","C0718B0924","07/24/2018 11:30",193,193.7,0.362037755365911
"1132","Miner Slough below Prospect Island","1860","C0718B0925","07/24/2018 11:40",131,130,-0.766283524904214
"1133","Miner Slough @ Highway 84 Bridge","1860","C0718B0926","07/24/2018 11:55",124,124,0
"1134","Cache Slough nr. Ryer Island gaging station","1860","C0821B0396","08/03/2021 09:15",208,203.5,-2.18712029161604
"1135","Upper Cache Slough","1860","C0821B0397","08/03/2021 09:40",229,222.1,-3.05918864996675
"1136","(User Defined)","1860","C0821B0395","08/03/2021 10:05",370,360.7,-2.54550431093472
"1137","Liberty Cut at USGS Piling","1860","C0821B0398","08/03/2021 10:45",270,264.2,-2.17147135904156
"1138","South Tip of Liberty Island","1860","C0821B0399","08/03/2021 11:05",213,208.6,-2.08728652751423
"1139","Miner Slough below Prospect Island","1860","C0821B0400","08/03/2021 11:50",146,103.5,-34.0681362725451
"1140","Cache Slough nr. Ryer Island gaging station","1860","C0818B0945","08/07/2018 10:21",151,150.5,-0.33167495854063
"1141","Lindsey Slough at Hastings Island Bridge.","1860","C0818B0946","08/07/2018 11:35",153,152.3,-0.458565345561735
"1142","Upper Cache Slough","1860","C0818B0947","08/07/2018 11:49",152,151.3,-0.461589185624786
"1143","Shag Slough @ Liberty Island Bridge","1860","C0818B0948","08/07/2018 12:03",221,219.4,-0.726612170753858
"1144","Wildlands Restoration Site","1860","C0818B0949","08/07/2018 12:17",207,205.7,-0.629997576932402
"1145","Liberty Cut at USGS Piling","1860","C0818B0950","08/07/2018 12:27",195,192.9,-1.08275328692962
"1146","South Tip of Liberty Island","1860","C0818B0951","08/07/2018 12:54",152,150.7,-0.858936240502155
"1147","Sacramento Deep Water Channel","1860","C0818B0952","08/07/2018 13:06",176,165.4,-6.20972466315173
"1148","Miner Slough below Prospect Island","1860","C0818B0953","08/07/2018 13:17",146,144.6,-0.96352374397798
"1149","Miner Slough @ Highway 84 Bridge","1860","C0818B0954","08/07/2018 13:34",140,138.5,-1.07719928186715
"1150","Miner Slough below Prospect Island","1860","C0820B0541","08/12/2020 10:40",163,158.7,-2.67329810382345
"1151","South Tip of Liberty Island","1860","C0820B0540","08/12/2020 10:58",166,160.8,-3.18237454100367
