long_station_name,data_owner_id,dwr_sample_code,collection_date2,lab_result,field_result,rpd
Contra  Costa Canal @ Rock Slough Fish Screen,1860,C0518B0604,05/07/2018 10:08,383,384,0.2607561929595828
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),1860,C0518B0605,05/07/2018 11:15,346,347,0.2886002886002886
Middle River @ Union Point - P10A,1860,C0518B0606,05/07/2018 11:42,352,354,0.56657223796034
Old River at Bacon Island,1860,C0518B0607,05/07/2018 12:27,317,326,2.7993779160186625
Sacramento River at W. Sac Intake Structure,1860,C0518B0623,05/08/2018 07:12,145,149.2,2.855200543847715
Ag Drain on Colusa Basin Main Drain,1860,C0518B0624,05/08/2018 08:06,442,453.1,2.480169813428672
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0518B0625,05/08/2018 09:14,298,303.8,1.927550681289469
American River at Water Treatment Plant,1860,C0518B0626,05/08/2018 10:45,61,62.7,2.7485852869846448
Sacramento River @ Hood - C3A,1860,C0518B0627,05/08/2018 11:40,146,148.6,1.7651052274270156
Sacramento River @ Westin Boat Dock,1860,C0518B0669,05/21/2018 12:37,125,128,2.371541501976284
Sacramento River @ Mallard Island - D10A,1860,C0518B0673,05/21/2018 09:12,4330,4174,-3.6688617121354654
Sacramento River @ Hood - C3A,1860,C0518B0674,05/21/2018 12:57,153,153,0
Sacramento River at W. Sac Intake Structure,1860,C0519B0343,05/06/2019 08:50,121,121,0
Ag Drain on Colusa Basin Main Drain,1860,C0519B0344,05/06/2019 10:11,582,581,-0.17196904557179707
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0519B0345,05/06/2019 14:15,326,323,-0.9244992295839755
American River at Water Treatment Plant,1860,C0519B0346,05/06/2019 12:30,53,52,-1.9047619047619049
Cosumnes River above Benson's Ferry,1860,C0519B0351,05/07/2019 10:54,69,68,-1.4598540145985401
Mokelumne River above Benson's Ferry,1860,C0519B0352,05/07/2019 10:45,48,47,-2.1052631578947367
D28A - Old River @ Rancho Del Rio,1860,C0519B0373,05/10/2019 09:36,238,238,0
D10 - Sacramento River @ Chipps Island,1860,C0519B0376,05/14/2019 14:25,157,155,-1.282051282051282
Sacramento River at W. Sac Intake Structure,1860,C0521B0199,05/03/2021 13:30,157.8,152.9,-3.1541680077244965
Ag Drain on Colusa Basin Main Drain,1860,C0521B0200,05/03/2021 11:30,677.9,661,-2.5244603779221713
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0521B0201,05/03/2021 10:10,326.8,316.3,-3.2654330586222984
American River at Water Treatment Plant,1860,C0521B0202,05/03/2021 09:15,75.1,73.9,-1.6107382550335418
Cosumnes River above Benson's Ferry,1860,C0521B0220,05/06/2021 09:25,72.5,68,-6.405693950177936
Mokelumne River above Benson's Ferry,1860,C0521B0221,05/06/2021 09:55,45.8,44.8,-2.207505518763797
Sacramento River at W. Sac Intake Structure,1860,C0522B0538,05/10/2022 08:30,153,153.5,0.3262642740619902
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0522B0539,05/10/2022 11:38,294,295.7,0.576564354756652
American River at Water Treatment Plant,1860,C0522B0540,05/10/2022 10:49,73.9,83.5,12.198221092757299
Sacramento River @ Westin Boat Dock,1860,C0618B0725,06/04/2018 08:51,131,134.6,2.7108433734939714
Sacramento River at W. Sac Intake Structure,1860,C0618B0729,06/05/2018 07:40,152,153.9,1.2422360248447242
Ag Drain on Colusa Basin Main Drain,1860,C0618B0730,06/05/2018 08:40,593,600,1.173512154233026
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0618B0731,06/05/2018 12:38,297,300.5,1.1715481171548117
American River at Water Treatment Plant,1860,C0618B0732,06/05/2018 13:04,54,54.6,1.1049723756906105
Sacramento River @ Hood - C3A,1860,C0618B0733,06/05/2018 12:00,124,125.8,1.4411529223378678
Sacramento River @ Mallard Island - D10A,1860,C0618B0737,06/05/2018 09:03,3895,3908,0.3332051774958349
Contra  Costa Canal @ Rock Slough Fish Screen,1860,C0618B0738,06/05/2018 10:44,351,354.2,0.9075439591605186
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),1860,C0618B0739,06/05/2018 11:32,280,281.4,0.49875311720697446
Middle River @ Union Point - P10A,1860,C0618B0740,06/05/2018 12:02,284,286.4,0.8415147265077059
Old River at Bacon Island,1860,C0618B0741,06/05/2018 12:49,237,240.4,1.4243820695433622
Sacramento River @ Westin Boat Dock,1860,C0618B0814,06/18/2018 14:22,115,116,0.8658008658008658
Sacramento River @ Mallard Island - D10A,1860,C0618B0830,06/18/2018 11:20,5950,6089,2.3091618905224687
Sacramento River @ Hood - C3A,1860,C0618B0831,06/18/2018 08:30,133,136.6,2.670623145400589
Sacramento River at W. Sac Intake Structure,1860,C0619B0454,06/03/2019 07:21,101,100.9,-0.09905894006933562
Ag Drain on Colusa Basin Main Drain,1860,C0619B0455,06/03/2019 08:33,494,503,1.8054162487462388
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0619B0456,06/03/2019 09:47,276,277.6,0.5780346820809331
American River at Water Treatment Plant,1860,C0619B0457,06/03/2019 11:51,47,46,-2.1505376344086025
Cosumnes River above Benson's Ferry,1860,C0619B0470,06/05/2019 10:10,70,69.5,-0.7168458781362007
Mokelumne River above Benson's Ferry,1860,C0619B0471,06/05/2019 11:27,45,43.5,-3.389830508474576
D10 - Sacramento River @ Chipps Island,1860,C0619B0526,06/11/2019 08:45,153,115,-28.35820895522388
Sacramento River at W. Sac Intake Structure,1860,C0621B0276,06/09/2021 08:55,151,147.6,-2.2772940388479608
Ag Drain on Colusa Basin Main Drain,1860,C0621B0277,06/09/2021 10:05,1130,111.5,-164.07571486105516
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0621B0278,06/09/2021 11:10,344,334.5,-2.800294767870302
American River at Water Treatment Plant,1860,C0621B0279,06/09/2021 13:15,69.7,72.3,3.661971830985907
Sacramento River at W. Sac Intake Structure,1860,C0622B0605,06/07/2022 09:45,133,133.9,0.6744098913450773
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0622B0606,06/07/2022 12:00,243,245.9,1.1863366741664987
American River at Water Treatment Plant,1860,C0622B0607,06/07/2022 11:13,65.2,66.1,1.3709063214013577
Sacramento River at W. Sac Intake Structure,1860,C0718B0835,07/09/2018 07:43,133,132.9,-0.07521624670928494
Ag Drain on Colusa Basin Main Drain,1860,C0718B0836,07/09/2018 08:40,730,735,0.6825938566552902
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0718B0837,07/09/2018 09:35,299,298.6,-0.13386880856759614
American River at Water Treatment Plant,1860,C0718B0838,07/09/2018 10:52,54,54.6,1.1049723756906105
Sacramento River @ Hood - C3A,1860,C0718B0839,07/09/2018 12:15,116,116.3,0.2582866982350384
Sacramento River @ Mallard Island - D10A,1860,C0718B0843,07/09/2018 09:10,3610,3656,1.26617120836774
Contra  Costa Canal @ Rock Slough Fish Screen,1860,C0718B0844,07/09/2018 10:50,485,494.3,1.8993158378433601
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),1860,C0718B0845,07/09/2018 12:05,253,260.4,2.8827425009738907
Middle River @ Union Point - P10A,1860,C0718B0846,07/09/2018 12:30,246,250.9,1.9722278124371124
Old River at Bacon Island,1860,C0718B0847,07/09/2018 13:30,224,228.8,2.1201413427561886
Sacramento River @ Westin Boat Dock,1860,C0718B0866,07/11/2018 13:57,103,103.1,0.09704027171275528
Sacramento River @ Westin Boat Dock,1860,C0718B0908,07/23/2018 14:00,111,110.8,-0.1803426510369728
Sacramento River @ Mallard Island - D10A,1860,C0718B0912,07/23/2018 09:25,3560,3508,-1.4714204867006226
Sacramento River @ Hood - C3A,1860,C0718B0913,07/23/2018 12:35,130,131,0.7662835249042145
Cosumnes River above Benson's Ferry,1860,C0719B0668,07/10/2019 10:40,77,76.7,-0.39037085230969054
Mokelumne River above Benson's Ferry,1860,C0719B0669,07/10/2019 10:57,38,37.1,-2.3968042609853493
Sacramento River at W. Sac Intake Structure,1860,C0719B0673,07/10/2019 07:23,116,114.9,-0.9527934170636589
Ag Drain on Colusa Basin Main Drain,1860,C0719B0674,07/10/2019 11:15,690,707,2.4337866857551895
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0719B0675,07/10/2019 08:18,334,333.6,-0.11983223487117355
American River at Water Treatment Plant,1860,C0719B0676,07/10/2019 09:30,40,40.6,1.4888337468982666
D10 - Sacramento River @ Chipps Island,1860,C0719B0718,07/11/2019 11:50,2040,1860,-9.230769230769232
Sacramento River at W. Sac Intake Structure,1860,C0720B0387,07/07/2020 07:45,133,129.3,-2.8211971025543185
Ag Drain on Colusa Basin Main Drain,1860,C0720B0388,07/07/2020 08:50,777,766,-1.425793907971484
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0720B0389,07/07/2020 09:55,300,290.2,-3.320908166723148
American River at Water Treatment Plant,1860,C0720B0390,07/07/2020 11:35,62,61.4,-0.9724473257698565
Cosumnes River above Benson's Ferry,1860,C0720B0429,07/14/2020 08:31,85,83.2,-2.140309155766941
Mokelumne River above Benson's Ferry,1860,C0720B0430,07/14/2020 08:45,63,62.1,-1.438848920863307
Sacramento River at W. Sac Intake Structure,1860,C0721B0335,07/15/2021 08:15,137,134.3,-1.9904165130851372
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0721B0337,07/15/2021 10:35,410,398.3,-2.8949647408140518
American River at Water Treatment Plant,1860,C0721B0338,07/15/2021 12:35,70.6,69.9,-0.9964412811387738
Sacramento River at W. Sac Intake Structure,1860,C0722B0651,07/12/2022 09:20,121,122.2,0.9868421052631603
American River at Water Treatment Plant,1860,C0722B0653,07/12/2022 13:30,61.2,62.5,2.1018593371058967
Sacramento River @ Hood - C3A,1860,C0722B0655,07/12/2022 10:35,111,110.5,-0.4514672686230248
Sacramento River at W. Sac Intake Structure,1860,C0818B0929,08/06/2018 08:30,154,151,-1.9672131147540985
Ag Drain on Colusa Basin Main Drain,1860,C0818B0930,08/06/2018 09:43,530,535,0.9389671361502347
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0818B0931,08/06/2018 10:45,324,323.4,-0.18535681186284297
American River at Water Treatment Plant,1860,C0818B0932,08/06/2018 11:00,54,55,1.834862385321101
Sacramento River @ Hood - C3A,1860,C0818B0933,08/06/2018 12:00,153,151,-1.3157894736842104
Sacramento River @ Mallard Island - D10A,1860,C0818B0937,08/06/2018 09:06,5560,5487,-1.321625780754956
Contra  Costa Canal @ Rock Slough Fish Screen,1860,C0818B0938,08/06/2018 10:53,650,651,0.15372790161414296
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),1860,C0818B0939,08/06/2018 11:42,294,291,-1.0256410256410255
Middle River @ Union Point - P10A,1860,C0818B0940,08/06/2018 12:26,197,196,-0.5089058524173028
Old River at Bacon Island,1860,C0818B0941,08/06/2018 13:16,301,299,-0.6666666666666667
Sacramento River @ Westin Boat Dock,1860,C0818B0960,08/08/2018 07:50,128,127.4,-0.4698512137822978
Sacramento River @ Westin Boat Dock,1860,C0818B1007,08/20/2018 12:47,133,132.3,-0.527704485488118
Sacramento River at W. Sac Intake Structure,1860,C0819B0818,08/05/2019 08:50,127,125.7,-1.0288880094974255
Ag Drain on Colusa Basin Main Drain,1860,C0819B0819,08/05/2019 10:45,571,576,0.8718395815170008
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0819B0820,08/05/2019 14:00,337,342.1,1.5019879251951178
American River at Water Treatment Plant,1860,C0819B0821,08/05/2019 12:50,40,41.2,2.9556650246305485
Cosumnes River above Benson's Ferry,1860,C0819B0833,08/08/2019 09:20,53,51,-3.8461538461538463
Mokelumne River above Benson's Ferry,1860,C0819B0834,08/08/2019 10:24,37,36.5,-1.3605442176870748
Sacramento River at W. Sac Intake Structure,1860,C0820B0521,08/13/2020 07:45,180,175.1,-2.759785975781473
Ag Drain on Colusa Basin Main Drain,1860,C0820B0522,08/13/2020 09:15,538,528,-1.876172607879925
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0820B0523,08/13/2020 10:25,308,299.2,-2.8985507246376847
American River at Water Treatment Plant,1860,C0820B0524,08/13/2020 11:10,59,57.8,-2.0547945205479503
Cosumnes River above Benson's Ferry,1860,C0820B0545,08/12/2020 08:46,99,98.4,-0.6079027355623042
Mokelumne River above Benson's Ferry,1860,C0820B0546,08/12/2020 08:25,58,57.6,-0.6920415224913471
Sacramento River at W. Sac Intake Structure,1860,C0821B0389,08/02/2021 08:15,142,140.3,-1.204392490258582
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0821B0391,08/02/2021 11:15,365,357.6,-2.0481594243011285
American River at Water Treatment Plant,1860,C0821B0392,08/02/2021 10:30,70.7,72.4,2.3759608665269076
Sacramento River at W. Sac Intake Structure,1860,C0822B0693,08/04/2022 08:45,127,127.7,0.5496662740479018
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0822B0694,08/04/2022 10:20,350,350.5,0.14275517487508924
American River at Water Treatment Plant,1860,C0822B0695,08/04/2022 11:40,58.9,64.4,8.921330089213312
Sacramento River @ Mallard Island - D10A,1860,C0918B1023,09/10/2018 09:15,7270,7328,0.7946294012878475
Contra  Costa Canal @ Rock Slough Fish Screen,1860,C0918B1024,09/10/2018 10:45,832,831,-0.12026458208057728
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),1860,C0918B1025,09/10/2018 11:45,638,642,0.625
Middle River @ Union Point - P10A,1860,C0918B1026,09/10/2018 12:20,346,348,0.57636887608069165
Old River at Bacon Island,1860,C0918B1027,09/10/2018 13:04,761,765,0.5242463958060288
Sacramento River at W. Sac Intake Structure,1860,C0918B1030,09/10/2018 06:20,163,161.5,-0.9244992295839755
Ag Drain on Colusa Basin Main Drain,1860,C0918B1031,09/10/2018 07:56,544,545,0.18365472910927455
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0918B1032,09/10/2018 09:01,394,393.1,-0.22868758734594774
American River at Water Treatment Plant,1860,C0918B1033,09/10/2018 10:15,53,57.4,7.9710144927536195
Sacramento River @ Hood - C3A,1860,C0918B1034,09/10/2018 11:01,181,179.9,-0.6095871432529755
Sacramento River @ Westin Boat Dock,1860,C0918B1052,09/12/2018 08:32,146,145,-0.6872852233676976
Sacramento River @ Mallard Island - D10A,1860,C0918B1098,09/26/2018 12:30,7290,7384,1.2811775930216711
Sacramento River @ Hood - C3A,1860,C0918B1099,09/26/2018 10:25,131,130,-0.7662835249042145
Sacramento River at W. Sac Intake Structure,1860,C0919B0858,09/04/2019 13:58,150,146,-2.7027027027027026
Ag Drain on Colusa Basin Main Drain,1860,C0919B0859,09/04/2019 09:42,505,502,-0.5958291956305859
American River at Water Treatment Plant,1860,C0919B0861,09/04/2019 12:30,42,40,-4.878048780487805
Cosumnes River above Benson's Ferry,1860,C0919B0865,09/05/2019 11:05,41,40.2,-1.9704433497536877
Mokelumne River above Benson's Ferry,1860,C0919B0866,09/05/2019 11:17,40,38.3,-4.342273307790557
Sacramento River at W. Sac Intake Structure,1860,C0920B0635,09/14/2020 08:50,195,187.7,-3.814998693493604
Ag Drain on Colusa Basin Main Drain,1860,C0920B0636,09/14/2020 09:50,566,546,-3.5971223021582732
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0920B0637,09/14/2020 11:20,278,265.7,-4.524553981975358
American River at Water Treatment Plant,1860,C0920B0638,09/14/2020 12:55,54,52.7,-2.4367385192127404
Mokelumne River above Benson's Ferry,1860,C0920B0660,09/10/2020 10:40,84,82.4,-1.9230769230769162
Sacramento River at W. Sac Intake Structure,1860,C0921B0457,09/10/2021 08:00,189,183.1,-3.1711905401773746
Ag Drain on Colusa Basin Main Drain,1860,C0921B0458,09/10/2021 09:05,711,697,-1.9886363636363635
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0921B0459,09/10/2021 10:35,491,477.4,-2.8087567121024417
American River at Water Treatment Plant,1860,C0921B0460,09/10/2021 12:05,66.6,65.8,-1.2084592145015065
Sacramento River at W. Sac Intake Structure,1860,C0922B0801,09/15/2022 09:10,137,136.8,-0.14609203798392156
Natomas East Main Drainage Canal @ El Camino Rd,1860,C0922B0802,09/15/2022 10:00,326,324.5,-0.4611837048424289
American River at Water Treatment Plant,1860,C0922B0803,09/15/2022 11:40,57.8,62.3,7.49375520399667
Ag Drain on Colusa Basin Main Drain,1860,C1018B1103,10/08/2018 09:44,622,615,-1.131770412287793
Natomas East Main Drainage Canal @ El Camino Rd,1860,C1018B1104,10/08/2018 10:44,324,323.6,-0.12353304508955444
American River at Water Treatment Plant,1860,C1018B1105,10/08/2018 11:52,56,55.4,-1.0771992818671479
Sacramento River @ Hood - C3A,1860,C1018B1106,10/08/2018 12:46,148,148.2,0.13504388926400313
Sacramento River @ Westin Boat Dock,1860,C1018B1149,10/10/2018 12:47,131,131.2,0.15255530129671138
Sacramento River @ Mallard Island - D10A,1860,C1018B1152,10/11/2018 10:00,10700,10685,-0.1402852466682254
Contra  Costa Canal @ Rock Slough Fish Screen,1860,C1018B1153,10/11/2018 11:55,866,867,0.1154068090017311
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),1860,C1018B1154,10/11/2018 12:50,608,613,0.819000819000819
Middle River @ Union Point - P10A,1860,C1018B1155,10/11/2018 13:15,407,407,0
Sacramento River @ Westin Boat Dock,1860,C1018B1200,10/22/2018 08:05,126,127,0.7905138339920948
Sacramento River @ Mallard Island - D10A,1860,C1018B1203,10/22/2018 10:07,12100,11870,-1.9190654985398414
Sacramento River @ Hood - C3A,1860,C1018B1204,10/22/2018 11:58,148,144,-2.73972602739726
Sacramento River at W. Sac Intake Structure,1860,C1019B0945,10/07/2019 14:30,113,109.4,-3.237410071942441
Ag Drain on Colusa Basin Main Drain,1860,C1019B0946,10/07/2019 10:15,586,575,-1.8949181739879413
American River at Water Treatment Plant,1860,C1019B0948,10/07/2019 12:30,40,38.3,-4.342273307790557
Cosumnes River above Benson's Ferry,1860,C1019B0967,10/09/2019 10:02,51,53.2,4.2226487523992375
Mokelumne River above Benson's Ferry,1860,C1019B0968,10/09/2019 09:48,39,38.2,-2.072538860103619
Mokelumne River above Benson's Ferry,1860,C1020B0705,10/07/2020 08:40,50,48.6,-2.8397565922920864
Sacramento River at W. Sac Intake Structure,1860,C1020B0718,10/09/2020 07:42,134,129.8,-3.184230477634563
Ag Drain on Colusa Basin Main Drain,1860,C1020B0719,10/09/2020 08:46,601,586,-2.527379949452401
Natomas East Main Drainage Canal @ El Camino Rd,1860,C1020B0720,10/09/2020 09:54,295,287.4,-2.609890109890118
American River at Water Treatment Plant,1860,C1020B0721,10/09/2020 11:28,53,51.6,-2.6768642447418713
Sacramento River at W. Sac Intake Structure,1860,C1021B0495,10/05/2021 08:05,143,143.7,0.4883153121729952
Ag Drain on Colusa Basin Main Drain,1860,C1021B0496,10/05/2021 09:05,617,625,1.288244766505636
Natomas East Main Drainage Canal @ El Camino Rd,1860,C1021B0497,10/05/2021 10:35,305,306.3,0.42532308195649
American River at Water Treatment Plant,1860,C1021B0498,10/05/2021 12:20,66.9,71.9,7.204610951008646
Sacramento River at W. Sac Intake Structure,1860,C1022B0826,10/05/2022 10:10,139,136.8,-1.5953589557650387
Natomas East Main Drainage Canal @ El Camino Rd,1860,C1022B0827,10/05/2022 12:22,315,309.4,-1.7937219730941776
American River at Water Treatment Plant,1860,C1022B0828,10/05/2022 14:06,56.3,57.1,1.410934744268085
Sacramento River @ Mallard Island - D10A,1860,C1118B1239,11/05/2018 10:45,12800,12872,0.5609224057338735
Contra  Costa Canal @ Rock Slough Fish Screen,1860,C1118B1240,11/05/2018 12:20,830,826,-0.4830917874396135
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),1860,C1118B1241,11/05/2018 13:04,548,543,-0.916590284142988
Middle River @ Union Point - P10A,1860,C1118B1242,11/05/2018 13:30,362,358,-1.1111111111111112
Sacramento River @ Westin Boat Dock,1860,C1118B1261,11/07/2018 14:00,143,140.5,-1.763668430335097
Sacramento River at W. Sac Intake Structure,1860,C1119B1014,11/07/2019 08:45,141,138,-2.1505376344086025
Ag Drain on Colusa Basin Main Drain,1860,C1119B1015,11/07/2019 09:45,765,763,-0.2617801047120419
American River at Water Treatment Plant,1860,C1119B1017,11/07/2019 11:40,43,46,6.741573033707865
Mokelumne River above Benson's Ferry,1860,C1119B1022,11/08/2019 12:39,36,34.2,-5.12820512820512
Mokelumne River above Benson's Ferry,1860,C1120B0874,11/10/2020 09:30,49,48,-2.0618556701030926
Sacramento River at W. Sac Intake Structure,1860,C1121B0559,11/02/2021 09:00,193,192.6,-0.20746887966805275
Ag Drain on Colusa Basin Main Drain,1860,C1121B0560,11/02/2021 10:22,661,633,-4.327666151468315
Natomas East Main Drainage Canal @ El Camino Rd,1860,C1121B0561,11/02/2021 14:40,316,317.7,0.5365314817737064
American River at Water Treatment Plant,1860,C1121B0562,11/02/2021 12:45,95.9,96.2,0.3123373243102521
Cosumnes River above Benson's Ferry,1860,C1121B0580,11/05/2021 12:00,207,209.2,1.0571840461316622
Mokelumne River above Benson's Ferry,1860,C1121B0581,11/05/2021 10:55,53.1,53.6,0.937207122774133
Sacramento River at W. Sac Intake Structure,1860,C1122B0865,11/08/2022 09:50,142,142.1,0.0703977472720833
American River at Water Treatment Plant,1860,C1122B0866,11/08/2022 13:00,64.1,66.7,3.975535168195731
Sacramento River @ Hood - C3A,1860,C1122B0867,11/08/2022 11:00,141,141.7,0.49522461973823034
C10A - San Joaquin River near Vernalis @ SJR Club,1860,C1122B0870,11/09/2022 10:50,367,368.6,0.4350190320826598
Middle River @ Union Point - P10A,1860,C1122B0871,11/09/2022 14:40,562,567,0.8857395925597875
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),1860,C1122B0872,11/09/2022 14:05,617,621,0.6462035541195477
Sacramento River at W. Sac Intake Structure,1860,C1218B1362,12/03/2018 09:24,195,189,-3.125
Ag Drain on Colusa Basin Main Drain,1860,C1218B1363,12/03/2018 10:31,492,485,-1.4329580348004094
Natomas East Main Drainage Canal @ El Camino Rd,1860,C1218B1364,12/03/2018 11:30,313,306.6,-2.0658489347966356
American River at Water Treatment Plant,1860,C1218B1365,12/03/2018 12:49,69,68.6,-0.5813953488372177
Sacramento River @ Hood - C3A,1860,C1218B1366,12/03/2018 13:54,184,180.2,-2.0867655134541523
Sacramento River @ Mallard Island - D10A,1860,C1218B1369,12/03/2018 10:20,8420,8418,-0.023755790473928017
Contra  Costa Canal @ Rock Slough Fish Screen,1860,C1218B1370,12/03/2018 12:27,700,689,-1.5838732901367891
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),1860,C1218B1371,12/03/2018 13:30,582,574,-1.384083044982699
Middle River @ Union Point - P10A,1860,C1218B1372,12/03/2018 13:45,408,401,-1.73053152039555
Sacramento River @ Westin Boat Dock,1860,C1218B1390,12/05/2018 13:10,188,184,-2.1505376344086025
Sacramento River @ Westin Boat Dock,1860,C1218B1431,12/17/2018 14:00,172,167,-2.949852507374631
Sacramento River @ Mallard Island - D10A,1860,C1218B1434,12/17/2018 09:15,12900,12626,-2.1468306824414323
Sacramento River @ Hood - C3A,1860,C1218B1435,12/17/2018 11:30,216,212,-1.8691588785046727
Sacramento River at W. Sac Intake Structure,1860,C1219B1337,12/04/2019 09:15,205,199.8,-2.5691699604743023
Ag Drain on Colusa Basin Main Drain,1860,C1219B1338,12/04/2019 13:45,416,409,-1.6969696969696972
Natomas East Main Drainage Canal @ El Camino Rd,1860,C1219B1339,12/04/2019 14:50,275,274,-0.36429872495446264
American River at Water Treatment Plant,1860,C1219B1340,12/04/2019 15:50,58,58.5,0.8583690987124464
Cosumnes River above Benson's Ferry,1860,C1219B1352,12/06/2019 11:20,71,72.6,2.2284122562674016
Mokelumne River above Benson's Ferry,1860,C1219B1353,12/06/2019 11:10,50,48.8,-2.4291497975708563
Sacramento River at W. Sac Intake Structure,1860,C1221B0646,12/07/2021 10:16,192,192.5,0.26007802340702213
Ag Drain on Colusa Basin Main Drain,1860,C1221B0647,12/07/2021 12:14,805,808,0.3719776813391197
Natomas East Main Drainage Canal @ El Camino Rd,1860,C1221B0648,12/07/2021 15:00,310,311.1,0.3542102720978981
American River at Water Treatment Plant,1860,C1221B0649,12/07/2021 14:10,79,82.1,3.8485412787088698
Mokelumne River above Benson's Ferry,1860,C1221B0668,12/10/2021 12:15,76.2,88.2,14.5985401459854
(User Defined),1860,C0219B0135,02/04/2019 11:15,459,466,1.5135135135135136
(User Defined),1860,C1219B1384,12/04/2019 11:15,321,345,7.207207207207207
Putah Creek at Mace Blvd,1860,C1219B1385,12/04/2019 12:00,278,271,-2.5500910746812386
Cache Slough nr. Ryer Island gaging station,1860,C0120B0002,01/07/2020 11:00,210,208,-0.9569377990430622
Upper Cache Slough,1860,C0120B0003,01/07/2020 11:30,348,345.4,-0.7499278915488962
Liberty Cut at USGS Piling,1860,C0120B0004,01/07/2020 11:55,616,610,-0.9787928221859705
South Tip of Liberty Island,1860,C0120B0005,01/07/2020 12:18,208,204.4,-1.7458777885547985
Miner Slough below Prospect Island,1860,C0120B0006,01/07/2020 13:15,191,187.6,-1.796090861067092
Cache Slough nr. Ryer Island gaging station,1860,C0119B0026,01/08/2019 10:45,239,235,-1.6877637130801686
Upper Cache Slough,1860,C0119B0027,01/08/2019 11:05,327,321,-1.8518518518518516
Liberty Cut at USGS Piling,1860,C0119B0028,01/08/2019 11:57,566,553,-2.323503127792672
South Tip of Liberty Island,1860,C0119B0029,01/08/2019 12:20,254,249,-1.9880715705765408
Miner Slough below Prospect Island,1860,C0119B0030,01/08/2019 12:35,201,197,-2.0100502512562812
Cache Slough nr. Ryer Island gaging station,1860,C0220B0077,02/04/2020 10:33,216,214.5,-0.6968641114982579
Upper Cache Slough,1860,C0220B0078,02/04/2020 10:52,377,369.5,-2.0093770931011385
Liberty Cut at USGS Piling,1860,C0220B0079,02/04/2020 11:31,696,683,-1.885424220449601
South Tip of Liberty Island,1860,C0220B0080,02/04/2020 14:07,219,214.8,-1.9363762102351263
Miner Slough below Prospect Island,1860,C0220B0081,02/04/2020 14:45,236,233.2,-1.1935208866155205
Cache Slough nr. Ryer Island gaging station,1860,C0219B0079,02/06/2019 11:28,321,331.1,3.0976844042324867
Upper Cache Slough,1860,C0219B0080,02/06/2019 11:45,378,387.4,2.4562320355369684
Liberty Cut at USGS Piling,1860,C0219B0081,02/06/2019 12:06,448,445.7,-0.5147141098802755
South Tip of Liberty Island,1860,C0219B0082,02/06/2019 12:43,391,376.2,-3.8581856100104304
Miner Slough below Prospect Island,1860,C0219B0083,02/06/2019 12:54,149,149.9,0.6022080963532993
Cache Slough nr. Ryer Island gaging station,1860,C0320B0194,03/03/2020 10:17,206,209.8,1.827801827801833
Upper Cache Slough,1860,C0320B0195,03/03/2020 10:37,322,323,0.31007751937984496
Liberty Cut at USGS Piling,1860,C0320B0196,03/03/2020 11:05,623,631,1.2759170653907497
South Tip of Liberty Island,1860,C0320B0197,03/03/2020 12:17,220,218,-0.91324200913242
Miner Slough below Prospect Island,1860,C0320B0198,03/03/2020 12:58,169,167.8,-0.7125890736341975
Cache Slough nr. Ryer Island gaging station,1860,C0219B0184,03/12/2019 10:15,228,199.1,-13.533130414422853
Upper Cache Slough,1860,C0219B0185,03/12/2019 10:37,473,472.4,-0.1269303998307643
Liberty Cut at USGS Piling,1860,C0219B0186,03/12/2019 11:09,147,142.9,-2.828561572956188
South Tip of Liberty Island,1860,C0219B0187,03/12/2019 11:27,145,142.8,-1.5288394718554472
Miner Slough below Prospect Island,1860,C0219B0188,03/12/2019 12:01,124,122.6,-1.1354420113544248
Cache Slough nr. Ryer Island gaging station,1860,C0318B0339,03/13/2018 09:29,218,210,-3.7383177570093453
